date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:07:05	35464/35464	---MCZ	200	added ('OK')	application/javascript	etag:%2266d81348-8a88%22	https://htmldemo.net/lukani/lukani/assets/js/isotope.pkgd.min.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/isotope.pkgd.min.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:05	4783/4783	---MCZ	200	added ('OK')	application/javascript	etag:%2266d9d5e1-12af%22	https://htmldemo.net/lukani/lukani/assets/js/slinky.menu.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/slinky.menu.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:05	31321/31321	---MCZ	200	added ('OK')	application/javascript	etag:%2266d9d5e1-7a59%22	https://htmldemo.net/lukani/lukani/assets/js/plugins.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/plugins.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:06	18441/18441	---MCZ	200	added ('OK')	application/javascript	etag:%22663ece13-4809%22	https://htmldemo.net/lukani/lukani/assets/js/main.js	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/js/main.js	(from https://htmldemo.net/lukani/lukani/index.html)
11:07:06	4976/4976	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:25%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/owl.video.play.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/owl.video.play.png	(from https://htmldemo.net/lukani/lukani/assets/css/owl.carousel.min.css)
11:07:07	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266d9c8fe-2876e%22	https://htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont.eot?v=4.7.0	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont3e6e.eot	(from https://htmldemo.net/lukani/lukani/assets/css/font.awesome.css)
11:07:07	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266d9c8fe-2876e%22	https://htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont.eot?	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfontd41d.eot	(from https://htmldemo.net/lukani/lukani/assets/css/font.awesome.css)
11:07:08	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%22655b62f5-12d68%22	https://htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://htmldemo.net/lukani/lukani/assets/css/font.awesome.css)
11:07:08	98024/98024	---M--	200	added ('OK')	font/woff	etag:%22655b62f2-17ee8%22	https://htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont.woff?v=4.7.0	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont3e6e.woff	(from https://htmldemo.net/lukani/lukani/assets/css/font.awesome.css)
11:07:09	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%2266434141-286ac%22	https://htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://htmldemo.net/lukani/lukani/assets/css/font.awesome.css)
11:07:09	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:%2266434142-6c7db%22	https://htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont.svg?v=4.7.0	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/fonts/fontawesome-webfont3e6e.svg	(from https://htmldemo.net/lukani/lukani/assets/css/font.awesome.css)
11:07:10	143820/143820	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2266dc34bf-231cc%22	https://htmldemo.net/lukani/lukani/assets/fonts/plaza-icon.eot?leeyft	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/fonts/plaza-icon56cc.eot	(from https://htmldemo.net/lukani/lukani/assets/css/plugins.css)
11:07:10	143644/143644	---M--	200	added ('OK')	application/octet-stream	etag:%2266d9c8fe-2311c%22	https://htmldemo.net/lukani/lukani/assets/fonts/plaza-icon.ttf?leeyft	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/fonts/plaza-icon56cc.ttf	(from https://htmldemo.net/lukani/lukani/assets/css/plugins.css)
11:07:11	143720/143720	---M--	200	added ('OK')	font/woff	etag:%2266dc34bf-23168%22	https://htmldemo.net/lukani/lukani/assets/fonts/plaza-icon.woff?leeyft	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/fonts/plaza-icon56cc.woff	(from https://htmldemo.net/lukani/lukani/assets/css/plugins.css)
11:07:11	489347/489347	---MCZ	200	added ('OK')	image/svg+xml	etag:%22655b62f3-77783%22	https://htmldemo.net/lukani/lukani/assets/fonts/plaza-icon.svg?leeyft	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/fonts/plaza-icon56cc.svg	(from https://htmldemo.net/lukani/lukani/assets/css/plugins.css)
11:07:12	90436/90436	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:30%20GMT	https://htmldemo.net/lukani/lukani/assets/img/bg/banner7.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/bg/banner7.jpg	(from https://htmldemo.net/lukani/lukani/assets/css/style.css)
11:07:12	13834/13834	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:31%20GMT	https://htmldemo.net/lukani/lukani/assets/img/bg/bkg_top_vogue2.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/bg/bkg_top_vogue2.png	(from https://htmldemo.net/lukani/lukani/assets/css/style.css)
11:07:13	136/136	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:31%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/bkg_grid.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/bkg_grid.png	(from https://htmldemo.net/lukani/lukani/assets/css/style.css)
11:07:13	1001/1001	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:31%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/bkg_grid_hover.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/bkg_grid_hover.png	(from https://htmldemo.net/lukani/lukani/assets/css/style.css)
11:07:14	136/136	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:32%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/bkg_grid4.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/bkg_grid4.png	(from https://htmldemo.net/lukani/lukani/assets/css/style.css)
11:07:14	155/155	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:32%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/bkg_grid4_hover.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/bkg_grid4_hover.png	(from https://htmldemo.net/lukani/lukani/assets/css/style.css)
11:07:14	106/106	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:33%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/bkg_list.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/bkg_list.png	(from https://htmldemo.net/lukani/lukani/assets/css/style.css)
11:07:15	113/113	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:33%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/bkg_list_hover.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/bkg_list_hover.png	(from https://htmldemo.net/lukani/lukani/assets/css/style.css)
11:07:15	189783/189783	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:34%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider4.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider4.jpg	(from https://htmldemo.net/lukani/lukani/index-2.html)
11:07:15	131771/131771	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:34%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider5.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider5.jpg	(from https://htmldemo.net/lukani/lukani/index-2.html)
11:07:16	155688/155688	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:34%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider6.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider6.jpg	(from https://htmldemo.net/lukani/lukani/index-2.html)
11:07:16	6752/6752	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:35%20GMT	https://htmldemo.net/lukani/lukani/assets/img/brand/brand1.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/brand/brand1.png	(from https://htmldemo.net/lukani/lukani/index-2.html)
11:07:17	7477/7477	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:35%20GMT	https://htmldemo.net/lukani/lukani/assets/img/brand/brand2.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/brand/brand2.png	(from https://htmldemo.net/lukani/lukani/index-2.html)
11:07:17	9539/9539	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:36%20GMT	https://htmldemo.net/lukani/lukani/assets/img/brand/brand3.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/brand/brand3.png	(from https://htmldemo.net/lukani/lukani/index-2.html)
11:07:18	10649/10649	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:36%20GMT	https://htmldemo.net/lukani/lukani/assets/img/brand/brand4.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/brand/brand4.png	(from https://htmldemo.net/lukani/lukani/index-2.html)
11:07:18	7696/7696	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:36%20GMT	https://htmldemo.net/lukani/lukani/assets/img/brand/brand5.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/brand/brand5.png	(from https://htmldemo.net/lukani/lukani/index-2.html)
11:07:18	9539/9539	---M--	200	added ('OK')	image/png	date:Tue,%2001%20Oct%202024%2012:43:25%20GMT	https://htmldemo.net/lukani/lukani/assets/img/brand/brand6.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/brand/brand6.png	(from https://htmldemo.net/lukani/lukani/index-2.html)
11:07:19	134861/134861	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:37%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider7.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider7.jpg	(from https://htmldemo.net/lukani/lukani/index-3.html)
11:07:20	180511/180511	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:38%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider8.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider8.jpg	(from https://htmldemo.net/lukani/lukani/index-3.html)
11:07:20	163350/163350	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:38%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider9.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider9.jpg	(from https://htmldemo.net/lukani/lukani/index-3.html)
11:07:21	3305/3305	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:39%20GMT	https://htmldemo.net/lukani/lukani/assets/img/bg/signature.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/bg/signature.png	(from https://htmldemo.net/lukani/lukani/index-3.html)
11:07:21	179246/179246	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:39%20GMT	https://htmldemo.net/lukani/lukani/assets/img/bg/img-top-vogue3.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/bg/img-top-vogue3.png	(from https://htmldemo.net/lukani/lukani/index-3.html)
11:07:21	152842/152842	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:40%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider10.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider10.jpg	(from https://htmldemo.net/lukani/lukani/index-4.html)
11:07:23	134861/134861	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:41%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider12.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider12.jpg	(from https://htmldemo.net/lukani/lukani/index-4.html)
11:07:23	347988/347988	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:40%20GMT	https://htmldemo.net/lukani/lukani/assets/img/slider/slider11.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/slider/slider11.jpg	(from https://htmldemo.net/lukani/lukani/index-4.html)
11:07:23	24278/24278	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:42%20GMT	https://htmldemo.net/lukani/lukani/assets/img/bg/banner3.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/bg/banner3.jpg	(from https://htmldemo.net/lukani/lukani/index-4.html)
11:07:24	17576/17576	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:42%20GMT	https://htmldemo.net/lukani/lukani/assets/img/bg/banner4.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/bg/banner4.jpg	(from https://htmldemo.net/lukani/lukani/index-4.html)
11:07:24	28085/28085	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:42%20GMT	https://htmldemo.net/lukani/lukani/assets/img/bg/banner5.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/bg/banner5.jpg	(from https://htmldemo.net/lukani/lukani/index-4.html)
11:07:25	25416/25416	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:43%20GMT	https://htmldemo.net/lukani/lukani/assets/img/bg/banner6.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/bg/banner6.jpg	(from https://htmldemo.net/lukani/lukani/index-4.html)
11:07:25	20310/20310	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:44%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product11.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product11.jpg	(from https://htmldemo.net/lukani/lukani/shop.html)
11:07:26	11605/11605	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:44%20GMT	https://htmldemo.net/lukani/lukani/assets/img/product/product12.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/product/product12.jpg	(from https://htmldemo.net/lukani/lukani/shop.html)
11:07:27	16305/16305	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:46%20GMT	https://htmldemo.net/lukani/lukani/assets/img/s-product/product3.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/s-product/product3.jpg	(from https://htmldemo.net/lukani/lukani/cart.html)
11:07:28	7106/7106	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:46%20GMT	https://htmldemo.net/lukani/lukani/assets/img/icon/papyel.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/icon/papyel.png	(from https://htmldemo.net/lukani/lukani/checkout.html)
11:07:28	934/934	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:47%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/comment2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/comment2.jpg	(from https://htmldemo.net/lukani/lukani/product-details.html)
11:07:29	131034/131034	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:48%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blogpage1.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blogpage1.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:31	117721/117721	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:48%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blogpage2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blogpage2.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:31	115311/115311	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:49%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blogpage6.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blogpage6.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:31	59224/59224	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:50%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blogpage3.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blogpage3.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:32	97880/97880	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:50%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blogpage4.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blogpage4.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:33	1263/1263	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:51%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/comment2.png.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/comment2.png.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:33	72476/72476	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:51%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blogpage5.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blogpage5.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:33	19098/19098	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:51%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog12.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog12.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:34	18644/18644	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:52%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog13.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog13.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:34	24873/24873	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:52%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog14.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog14.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:34	12733/12733	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:53%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog15.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog15.jpg	(from https://htmldemo.net/lukani/lukani/blog.html)
11:07:35	196470/196470	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:53%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog-big1.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog-big1.jpg	(from https://htmldemo.net/lukani/lukani/blog-details.html)
11:07:35	934/934	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:54%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/comment3.png.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/comment3.png.jpg	(from https://htmldemo.net/lukani/lukani/blog-details.html)
11:07:36	114707/114707	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:54%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog-big3.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog-big3.jpg	(from https://htmldemo.net/lukani/lukani/blog-fullwidth.html)
11:07:36	149337/149337	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:54%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog-big2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog-big2.jpg	(from https://htmldemo.net/lukani/lukani/blog-fullwidth.html)
11:07:37	97880/97880	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:55%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog-big4.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog-big4.jpg	(from https://htmldemo.net/lukani/lukani/blog-fullwidth.html)
11:07:37	59224/59224	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:55%20GMT	https://htmldemo.net/lukani/lukani/assets/img/blog/blog-big5.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/blog/blog-big5.jpg	(from https://htmldemo.net/lukani/lukani/blog-fullwidth.html)
11:07:38	320054/320054	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:56%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/about1.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/about1.jpg	(from https://htmldemo.net/lukani/lukani/about.html)
11:07:38	13257/13257	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:56%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/about-us-signature.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/about-us-signature.png	(from https://htmldemo.net/lukani/lukani/about.html)
11:07:38	37355/37355	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:57%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/about-us-policy-bg.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/about-us-policy-bg.jpg	(from https://htmldemo.net/lukani/lukani/about.html)
11:07:39	1193/1193	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:57%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/About_icon1.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/About_icon1.png	(from https://htmldemo.net/lukani/lukani/about.html)
11:07:39	2060/2060	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:57%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/About_icon2.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/About_icon2.png	(from https://htmldemo.net/lukani/lukani/about.html)
11:07:40	1470/1470	---M--	200	added ('OK')	image/png	date:Fri,%2004%20Oct%202024%2005:38:58%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/About_icon3.png	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/About_icon3.png	(from https://htmldemo.net/lukani/lukani/about.html)
11:07:40	27320/27320	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:58%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/about2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/about2.jpg	(from https://htmldemo.net/lukani/lukani/about.html)
11:07:40	31035/31035	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:59%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/about3.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/about3.jpg	(from https://htmldemo.net/lukani/lukani/about.html)
11:07:41	28205/28205	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:38:59%20GMT	https://htmldemo.net/lukani/lukani/assets/img/about/about4.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/about/about4.jpg	(from https://htmldemo.net/lukani/lukani/about.html)
11:07:41	9266/9266	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:39:00%20GMT	https://htmldemo.net/lukani/lukani/assets/img/service/services1.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/service/services1.jpg	(from https://htmldemo.net/lukani/lukani/services.html)
11:07:41	15716/15716	---M--	200	added ('OK')	image/jpeg	date:Tue,%2001%20Oct%202024%2012:43:45%20GMT	https://htmldemo.net/lukani/lukani/assets/img/service/services2.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/service/services2.jpg	(from https://htmldemo.net/lukani/lukani/services.html)
11:07:42	24067/24067	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:39:00%20GMT	https://htmldemo.net/lukani/lukani/assets/img/service/services3.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/service/services3.jpg	(from https://htmldemo.net/lukani/lukani/services.html)
11:07:43	78170/78170	---M--	200	added ('OK')	image/jpeg	date:Fri,%2004%20Oct%202024%2005:39:01%20GMT	https://htmldemo.net/lukani/lukani/assets/img/service/services4.jpg	D:/Project(Agro%20Build)/Lukani/htmldemo.net/lukani/lukani/assets/img/service/services4.jpg	(from https://htmldemo.net/lukani/lukani/services.html)
